ListingKey,Term,BorrowerRate,ProsperRating (Alpha),IsBorrowerHomeowner,CreditScore
BB0C3531321537273D08C55,36,0.316,E,False,629
BB0C3600357152997EE4DCE,36,0.093,A,True,669
590F35968401824290A4DD2,36,0.1535,B,False,729
7BD8354567675050391D9E3,60,0.1551,A,True,789
7BDD3577706707490793D06,60,0.0669,AA,False,829
7BE13598893148353E0246E,36,0.1139,A,True,729
7C1835628153690236E391B,60,0.2398,C,False,729
7C453589080419185303840,60,0.1695,C,True,689
7C4835706335622544E6531,36,0.2199,D,True,689
77833565168025623FAA9CC,60,0.2624,D,False,689
778C3476384634462E822C0,36,0.092,A,False,709
779135258144703637455D5,36,0.3199,E,True,709
77983576427455112B14FF9,60,0.1474,B,True,709
779F36019664695550219D8,60,0.197,C,False,709
77A33563299859445A8E861,36,0.0839,AA,True,769
77B3359479015803081F59B,36,0.166,C,True,669
77BB35533336988101C83E3,36,0.1626,B,False,669
68873589589113471C35E97,36,0.2629,E,True,689
688E35883455517080AB1DF,36,0.144,B,False,729
689635901450148498A1997,36,0.166,C,True,689
689835938779987546B2D36,36,0.2225,D,False,689
6C0935306787304907B1C46,36,0.3127,HR,True,669
6C113602577395597C2AAF2,60,0.2235,D,True,649
05EB3587695049865D579CE,60,0.1699,B,True,789
065C3548359135484F8EEF4,36,0.2999,E,False,629
066F3586368014397DBACB1,36,0.1414,B,True,809
06743542073991828466057,36,0.0649,AA,True,809
065D35796518974854D40CF,60,0.1269,A,False,729
57AD3533184626771EA809F,36,0.3058,E,True,709
57B03592998074619E9AFAF,36,0.231,D,True,649
57BF3587286924272B0AB79,60,0.1419,B,True,749
4462353073588215383448F,36,0.0854,AA,True,809
44653553709377575D1ADCD,36,0.3177,HR,True,649
9F9C357898310474920721B,60,0.2916,E,True,649
9FBB34983256493756E2004,36,0.22,C,True,829
9FBF3531614378582C10725,36,0.3149,E,False,709
FC6D3483942060672F7123C,36,0.092,A,False,789
FC6D358427316063155EAD4,36,0.1203,A,False,789
FC743493383661988DED600,36,0.275,D,False,649
2E5035409819485277D7BB9,36,0.3177,HR,False,689
2E513545865006497BB85E6,36,0.2958,E,True,689
2E593522943058687F1BAF4,36,0.3199,E,True,689
2E5D35934058648356E092F,60,0.155,B,False,709
2E603595340114580C2DEE9,36,0.1314,B,True,689
2E6135175171701629F10F0,36,0.3099,E,True,609
2E623544414516286EF6608,36,0.2958,E,False,649
2E623552451547297F1CA56,60,0.1385,A,False,689
D7EE3576587688080AEEA83,36,0.1509,B,True,769
D7F53583080367563F57548,36,0.1249,A,True,709
D7FF3587519217965E82C4E,60,0.1769,B,True,809
D80A358063064040421FFB0,60,0.2809,E,True,649
D82235945882219658571C1,60,0.2469,D,True,729
D83B357645246921361892F,36,0.1679,B,True,809
7B7A356163711843003ADAF,60,0.1752,B,True,689
7B873565426161282526E88,36,0.2099,C,True,769
7B8B35931832019393615D9,36,0.2085,D,False,709
7BAA3589495137879DBB1A6,60,0.2015,C,True,709
30CA3475684298419B7BF02,36,0.35,HR,False,709
30D535013095274470B468F,36,0.35,HR,False,649
30E03586840624554AC6F14,60,0.1699,B,False,729
30FE3541319822206F54D70,36,0.2049,C,False,669
31023588046696967E5CCBB,36,0.1359,B,True,749
12663587286357026DB2494,36,0.1679,B,True,709
12903590931870437C2A50C,60,0.195,C,True,689
12AD357010632993025715E,36,0.2124,C,True,689
11D6359798869672932E9E7,36,0.14,B,False,709
11D636008117632341EF7D5,60,0.1189,A,True,709
11F13578375986569A08D60,36,0.1599,B,True,749
12003560680252049011E0C,60,0.1101,AA,False,789
BB0F3533397296060134625,12,0.1936,D,False,729
BB113584650739511796D21,60,0.2809,E,False,729
BB193534624174391446AA0,36,0.1559,B,False,709
BB1D3555055995027A5E140,36,0.1899,C,True,689
BB2135843528781619F2F0F,60,0.1519,B,True,689
BB283500746630951FA5CFA,36,0.149,B,True,809
BB29349663417466441E624,36,0.1515,B,True,769
7F8935481136293870FD120,36,0.1469,B,True,649
772435756832874546C1C9A,60,0.2862,E,True,649
772E34838282931346DE457,36,0.083,AA,True,809
774735964474750678B888E,36,0.162,C,True,729
774C3591483570534AC00DF,36,0.2549,E,False,649
77523513227408508EAD73A,36,0.1029,A,False,709
776434988403461421A0BD9,36,0.149,B,True,729
776636005512222091E0E8D,36,0.1465,B,True,729
77BE3507357438956CDC95D,12,0.082,A,True,749
77C43533664668814913D12,36,0.2511,D,False,689
77CB355440305520937F907,36,0.2449,D,False,689
77CC3596853280581B94872,36,0.3059,HR,False,669
77D43548987206479AA637E,36,0.2148,C,True,749
8F473595723687184185354,36,0.1585,C,False,669
6C2E346108570472974798F,36,0.1865,C,False,669
6C3035664825246802642A1,36,0.3134,HR,True,649
6C313543426929120C4B193,36,0.2287,D,False,609
6C323525099531147AAC136,36,0.2699,D,True,809
6C37351021162550636DD76,12,0.2399,D,False,649
6C433502238931243039075,36,0.1029,A,True,769
68233573192455822DAAD0C,36,0.1824,C,False,709
682E35821974970611D7D1D,60,0.2579,D,True,689
065E36047973394044B1FC4,60,0.196,D,True,689
0661353350273065132B126,36,0.2511,D,True,749
06703553918789531BEFF89,60,0.2573,D,True,769
068D358641015685276A120,60,0.2359,D,True,729
069E353175145533392C654,36,0.3177,HR,False,689
064E35158870400616FD1AA,36,0.3199,E,True,689
447A3594445436329DF37B3,60,0.231,D,False,669
44813530175790421839256,36,0.2599,D,False,709
65AE3571738206474D6F7A4,36,0.2566,D,True,689
65B635503287954602B1ABD,36,0.2999,E,False,649
65BC3524498824710B87F8D,36,0.1799,B,False,729
65C535929700639299BF877,36,0.1485,B,False,729
FC873592389751385742AF8,36,0.1159,A,False,689
FC8D3521135428214869536,36,0.1029,A,False,709
FC933583716964661293780,36,0.0974,A,False,769
FC9335857577231372FDACE,60,0.2579,D,True,769
FD9A359626676172718DF91,36,0.0809,AA,False,769
FDB03575453748785497529,36,0.2199,D,False,649
FDB7356161526071640BEF6,36,0.3177,HR,False,669
2E733590281394536A9A463,36,0.155,B,True,749
2E7934775503440246C0A5B,36,0.092,A,True,709
2E7935644802579058AFF6D,36,0.2346,D,True,789
2E7A35636606985905CCE04,60,0.2624,D,True,709
2E7D358908097883849196E,60,0.1585,B,True,729
2EA235342213687666B96D8,36,0.2121,C,True,709
2EA63600045920918115FF2,36,0.1725,C,False,709
2EAE357532836755877F0CD,60,0.1169,A,True,789
2EB93544455454953A1A700,36,0.2999,E,False,729
D84A3557950852541E52F1E,60,0.2804,D,False,669
D8593603423689006A25C00,36,0.1189,A,False,669
B6793603325593835978A47,36,0.093,A,False,669
B67A35491149060116B1EC4,36,0.1768,B,True,669
D8883513048469539C97837,36,0.1899,C,False,689
D88C35617141240933EED3B,60,0.2624,D,True,709
D8993590295780525FE4433,36,0.166,C,False,689
D8A1360176456127871F409,60,0.184,C,True,689
7BB53552243264578555FBF,60,0.2498,C,True,689
7BB83521612719546AC2676,36,0.1899,C,False,729
7BBA3551272678296E37783,60,0.3304,E,True,669
7BBF35742052295414E2494,60,0.2736,D,False,669
7BD4359596012624989B2A3,60,0.215,D,True,689
B0EB3575779742437D3F70E,36,0.1734,C,False,689
B0F63493135902924DFA73E,36,0.23,D,False,689
B101352637023166357CFBB,12,0.107,A,True,809
1205357905206793325F1B1,60,0.1419,B,True,689
120A35070246898011A45AF,36,0.3199,E,False,689
120E35443140642186AC24B,36,0.1469,B,True,649
12C53590359685839F67EC7,36,0.1695,C,True,709
12C93561470373169D7A5BD,36,0.2346,D,True,709
31273603749554278F323A5,36,0.192,C,False,669
3129348002761325707F614,36,0.3075,HR,False,609
312A35855350720742028A6,36,0.0699,AA,False,789
2CFF35900295470441B36A5,36,0.2379,D,False,649
2D01353128445817364E2B4,36,0.2599,D,False,749
2D143591838646625DAB2D7,36,0.2549,E,False,649
2D153509180077327C4346F,36,0.089,A,False,809
7F953540442569726976360,36,0.3177,HR,True,689
7F9535983307580490A1B6D,60,0.2694,E,False,669
7F9B353799286833308C8A8,36,0.2024,C,True,749
7FA035682382960796FBF18,36,0.1734,C,False,709
7FA0358204550423431257F,36,0.2492,D,False,689
7FB23597694426638287739,60,0.162,C,True,649
7FB3357773530891174A47E,60,0.2916,E,True,729
7FB83594880047301C14023,36,0.1399,B,True,729
77673575243624071885ED0,36,0.1734,C,True,789
6ABE3583792308960E35666,60,0.1219,A,True,789
6AC23559923152635AC4361,36,0.3177,HR,False,649
6AC335137253255209B1E11,36,0.1949,C,True,669
6AC6359201019340456D445,36,0.2699,E,False,649
6ACD35321308332955BB35B,36,0.1074,A,False,729
8F4E35417311724562B04A3,36,0.0999,A,False,749
8F4F3594783311324245184,36,0.2699,E,True,649
8F583601707778535544B47,60,0.1875,C,False,689
8F62360112920083688A9BB,60,0.1139,A,True,729
8F6D3574536888587AC9CCF,60,0.2319,C,True,649
8F6E359922736194158F881,36,0.0659,AA,True,729
8F70356199361735741CE96,36,0.1459,B,False,709
CC233560187152355A2B865,36,0.1203,A,False,689
68313593205492785727F9D,36,0.2225,D,True,649
68403550981921485B990A1,60,0.0976,AA,False,829
684835742681235043CFCD0,60,0.2579,D,False,669
685D3512973270961891478,36,0.3199,E,True,749
6863359191483969673527C,36,0.1349,B,True,729
751935037173396594E8267,36,0.134,B,True,749
752335778595809042AF77B,36,0.1734,C,True,689
064E359306649028926558A,60,0.2379,D,False,669
06503579462963446387232,60,0.0999,A,True,749
065835899846570224F9625,36,0.2999,HR,False,689
06603540047831421619D43,60,0.2293,C,True,709
066B356763534837559EBC9,60,0.2692,D,True,669
057735996187332889C69F2,36,0.15,B,True,709
65CE358065764807922E235,60,0.2916,E,True,689
65D63536024202285266B24,36,0.0649,AA,True,789
65E23598224481506ABB682,36,0.208,D,False,649
65E93553007732715ABF433,60,0.183,B,True,749
66063592147103482ECAD30,36,0.184,C,False,729
660735132726998275FAF4C,60,0.2899,D,False,729
6609348757476293665F081,36,0.092,A,True,769
66103564683073255CB7CA9,60,0.1752,B,False,709
FDD13599401788272562B15,36,0.0879,A,True,789
FDD73599956893690EF5109,36,0.1465,B,True,669
FDDD3589587022420619D23,36,0.2469,D,True,669
FDE834830526519048D2F9E,36,0.2625,D,False,649
FDED3596677602451AE942C,36,0.1655,C,False,669
B7473533208381767C33886,36,0.2511,D,True,809
B74E3584131050566994C32,60,0.2579,D,False,729
2EBB3597040048445639276,36,0.1139,A,False,709
2EC93586200624857F886F7,36,0.2566,D,False,629
2ECD3512671941181CE1B50,36,0.3125,HR,True,629
2ED33507863919828894A22,36,0.2599,D,False,649
2ED434892889323381A4325,36,0.092,A,True,709
2ED5355287953982697917B,36,0.2324,D,True,709
2EDE35862085025098D152D,36,0.2124,C,False,649
11F23507968900825B4953C,36,0.114,A,True,789
12073527133826053475801,36,0.2699,D,False,669
120B3485605799411DCA71D,36,0.0685,AA,True,809
120C3602890972614620CC3,36,0.092,A,True,689
1215357769486461981A7E4,60,0.2916,E,False,709
D8B435226371064172324F1,36,0.2699,D,True,749
D8BF359618027629379B983,36,0.093,A,False,729
D8C335942244777565C9D71,36,0.0605,AA,True,829
E38C3589643227441713E99,60,0.176,C,False,709
E39535811639833632ECF5E,36,0.1639,B,True,749
E3A035771035745769FA645,36,0.2419,D,False,669
E3A13573379078513F6A8E3,60,0.1579,B,True,709
B1143593270121028E0376A,36,0.18,C,False,649
B11B3585424134076D7AAB9,36,0.1559,B,False,709
B1333479964925068A68F1C,36,0.2725,D,False,689
B13E3595555500742ECC6E7,60,0.1915,C,True,669
B13E360014673477852A07A,36,0.0659,AA,True,749
B1433544433274171C0B532,36,0.1768,B,True,729
B1443532106890500E2F14D,36,0.2561,D,False,649
B14536020585462907A3A4C,36,0.28,E,False,669
2D1A3539759795199067976,60,0.1296,A,True,709
2D8C358932607880228D7F2,60,0.162,B,True,729
2D8E3585811909625023B63,36,0.1159,A,False,769
2D983533470080883FA89FD,36,0.3127,HR,True,669
2D9D3578181658715DBCA86,36,0.1899,C,False,689
2DA93543066122111A98D8F,36,0.2999,E,True,689
2DB1359958821016699FA27,60,0.1795,C,True,709
7FBB3470181335682D67DCF,36,0.21,D,False,709
7FBF34772186923184CCA0E,36,0.2295,D,False,649
7FCE35977451318776C9667,36,0.197,C,False,669
7FD23522753814092C7350D,36,0.2699,D,False,649
7FE03554694180771BEEA8B,36,0.2909,E,False,609
7FEA3602165871348EF84B1,36,0.1355,B,False,689
7FEF3584380862012E2E9FD,60,0.2284,C,True,709
59CE36035466436905CC817,36,0.28,E,False,689
59D23593577563258ACC057,60,0.2015,C,True,689
59E83602693212174EAF185,36,0.215,D,False,689
59EB35921939238180888EA,36,0.1299,A,True,709
59EF3517783923814B41FD7,36,0.2699,D,False,769
59F635863512673793FE2D4,60,0.2432,D,False,689
7EF234714249621837E651B,36,0.274,D,False,669
CC2B34763827314884AD84A,36,0.1785,C,False,669
CC523592755222025140663,60,0.1189,A,True,729
CC56359517118265194CE13,60,0.1535,B,False,689
CC5A3601439957011DA1F76,60,0.1385,B,False,729
CC5E3545680174670022908,60,0.1085,AA,True,809
CC663595960956142068A5E,36,0.1655,C,True,669
75393545273354105D1110C,36,0.2958,E,False,669
7547359497239850758889D,60,0.099,A,True,789
754B3581105289725C2AAF9,60,0.2579,D,True,749
755735911451499171CE32E,36,0.162,B,False,669
755D3535961364064CD56EC,36,0.0899,A,False,729
75683595658236387579ACB,36,0.1355,B,True,709
4B0035839157702422DEC50,60,0.3032,E,False,629
057E354695624119856DF11,60,0.2085,B,False,749
058335905514037203F18DF,36,0.2699,E,False,649
058E35357975594348EE706,36,0.0899,A,True,709
058F3537283980625DAF310,36,0.3099,E,True,609
05913590122115437C9B5DE,36,0.2085,D,True,709
05A43516368057431368909,36,0.1899,C,True,689
B75135894245677852919FB,36,0.2549,E,True,649
B753355279097320662DBC1,36,0.0789,AA,False,729
B75E3548411991998015B37,60,0.287,D,False,729
B76235466803623328AE572,60,0.222,C,False,669
B7683576205539092C98E84,36,0.1203,A,True,729
B7743507929971049C36319,36,0.1899,C,True,709
A7953596443949387E979D9,60,0.184,C,False,709
124035816417831660399FF,36,0.1153,A,True,729
10533592489105118D6D851,60,0.166,C,False,689
105435777597482774DAB5F,36,0.2346,D,True,669
105F3576444756931385A30,60,0.0949,A,True,789
106B3594745219294608A74,36,0.1199,A,True,709
10723561521012139BCE144,60,0.2624,D,False,709
2EE33578654167464C3FA3F,36,0.2099,C,False,689
2EE8355840506789629F70E,60,0.1208,AA,True,789
296E3600654974372E7E69F,60,0.1655,C,False,709
297635921443162399FB7FB,36,0.1399,B,True,729
297B3566264323790302BD5,36,0.1203,A,False,729
297F3475676419102177AF8,36,0.11,A,False,709
29823573329124779945925,60,0.2024,C,True,729
66133490485026948B258AA,36,0.345,HR,True,729
6630359504721007212E2B7,36,0.1099,A,True,769
6633358837029858289C53D,36,0.155,B,True,689
664735960646969933ED8BA,60,0.1905,C,True,709
44F235215762866254889B3,36,0.1799,B,True,729
44FA3508762542454D56644,36,0.2199,D,True,729
E3AB35127930879965F7FF9,36,0.3199,HR,False,649
E3B4354019868464385892E,36,0.0964,A,True,689
E3B53480784544182B7BEE3,36,0.0704,AA,True,829
E3BA3560541563918D9BF2C,60,0.2118,C,True,729
DDA6353429307413671406C,36,0.1559,B,True,689
DDAF35962850789842EE03B,36,0.1465,B,True,689
DDC43517810385009894FA9,36,0.1599,B,False,729
B1523522868106466AB3629,36,0.1029,A,True,789
B15436023894474574962DD,36,0.1314,B,False,689
B15B359547443755739AEDA,36,0.2085,D,True,709
B15E34902565100746D3226,36,0.0825,AA,False,749
B167359924701564868790D,60,0.14,B,True,729
B1683552537392597791FD6,36,0.1626,B,True,689
2DBD3488977633824E93633,36,0.093,AA,True,849
2DC3346056728787919417B,36,0.0945,AA,True,829
2DDD3527032908266FC178E,36,0.2399,D,True,709
2DF83577338435145FB0CB7,36,0.1639,B,True,709
2E1835122555474935B3F4F,60,0.119,A,True,769
BB3A348367720819241F7DB,36,0.092,A,False,749
BB3B355404172684663E166,60,0.2433,C,False,669
BB5B3540846825117C3B862,36,0.3177,HR,True,729
BB6A3604265460711BE19BD,36,0.1605,C,False,689
BB76358318909837751B231,60,0.0819,AA,True,789
6D893477526076754492971,36,0.35,HR,False,649
6D9335154661687960EC72E,36,0.0899,AA,False,769
6D9D3554225778556E0EC2A,60,0.1271,A,True,749
6DA235331960329351EADCA,36,0.1559,B,False,689
6DB13593584395122984CEF,60,0.187,C,False,689
CC713495253312023E4055F,36,0.3435,E,False,689
782735928582222818FE24B,60,0.184,C,True,669
782B3565232085870F021AD,36,0.2566,D,True,669
782C358817349306312E92E,60,0.2209,C,False,709
783035948317557008995F8,60,0.2045,C,False,669
4B053578481847307745728,36,0.1359,B,True,749
4B0E359629947044931B2B9,60,0.194,C,False,649
4B1034996436968957942D3,36,0.3435,E,False,669
4B493600675610164711436,36,0.1189,A,False,689
4C1C35591195702426B1C2D,60,0.2684,D,False,669
4C2135589789865409C3891,60,0.1486,A,False,749
4C213589745859798BAC18D,36,0.198,C,False,729
107D3604043136156A07A8C,36,0.189,C,True,689
12683599007182922811EF4,36,0.1585,C,True,669
1275359519064740124E079,36,0.1099,A,True,729
127935985899665359FAAFB,36,0.1585,C,False,709
127E3576967090763566EC9,60,0.2179,C,False,709
1281357978408017033DC73,60,0.1219,A,True,709
1283354568147705260B63E,36,0.2287,D,False,689
128935913253989259A7F10,36,0.3134,HR,True,649
12923603108410913F098C5,60,0.1795,C,True,669
066E354257025411954F16D,36,0.0899,A,False,649
067C3599785731297BB270E,36,0.1139,A,False,689
06863601054072414CC6323,60,0.1535,B,True,769
06883574708362410CEA403,60,0.1519,B,True,749
069734753165107486049F7,36,0.14,B,True,769
06A13561090639864820EDE,60,0.2624,D,False,689
A79A3596657046181A87878,36,0.099,A,False,689
A7C33583072414007F71509,36,0.1979,C,False,689
A7C635949227769128614A0,36,0.1159,A,True,709
A7C83490011502855266585,36,0.3435,E,True,669
A7D335814370775904666AF,36,0.2346,D,False,669
A7D63595558048596B21D17,36,0.1435,B,True,689
A7D73585093481714FD92E6,36,0.0699,AA,False,789
D6EA3548235172498010CD5,36,0.1469,B,False,669
29903537206127434A85A1C,36,0.0625,AA,True,809
299735470025820379D7126,36,0.1902,C,True,709
2D303604104252440BDDB34,36,0.0769,AA,False,769
2D33356544029959774E1AB,36,0.2932,E,True,669
2D373546035682020E4CEEF,60,0.2489,C,True,769
2D3D355165432077699D60A,60,0.1551,A,False,729
2D3E35552021034745DE1C5,60,0.2181,C,False,689
2D3E36035504816705CAD4A,60,0.1385,B,True,729
44FB3466362778841F7CD00,36,0.25,D,True,649
45063599327663013D06912,36,0.0659,AA,True,749
45193487831360430CAFC8F,36,0.195,C,True,689
45243541103507560887422,36,0.1449,B,True,669
587B35859987288470CB1AB,60,0.1649,B,True,769
587C3555882084385C2230D,60,0.3304,E,False,729
DDC53529448191417564539,36,0.3149,E,True,689
DDC63601205934389FDB3CB,60,0.1435,B,False,689
DDCE3539049012262103CBD,60,0.2468,C,True,809
DDCF359711475042017E330,36,0.1535,B,False,669
DDD53459562938940AE9AAE,36,0.18,B,False,749
EA833575896645399451A5F,36,0.1599,B,True,729
EA8836028080432520973B1,36,0.0879,A,False,689
EA8A36036426396474591DC,36,0.092,A,True,769
B17235378103416537411EB,36,0.1449,B,False,689
B1773601252941903EBA732,36,0.1039,A,True,729
B17B352247234376813A4E0,36,0.3099,E,False,669
B17C3591475086421CD3E19,36,0.152,B,False,689
B9393586223470860B58AF6,60,0.2319,C,False,649
B93F3593611693040A93285,36,0.105,A,False,709
B948348304726327121ACCB,36,0.199,C,False,649
2E1C3552985680929006127,60,0.2039,B,False,749
2E1E35742344903977F2777,60,0.1699,B,False,709
30713595733010524DF0E78,36,0.15,B,True,709
307D3554744645432FBA1FC,60,0.2747,D,True,689
3085359528239583515A984,60,0.1465,B,False,709
308935552395616873254D0,36,0.2324,D,False,669
BB8235507904864272D2A60,36,0.3177,HR,True,749
BB873546006306069152ACD,36,0.1768,B,True,749
BB893499597488502111375,36,0.2945,D,False,669
BB8E358042663977126324E,36,0.2019,C,False,689
BB8E3587416968567C930F1,36,0.1299,A,True,749
BBA73597368474445E80939,36,0.1314,B,False,669
BBB63547916916278E60BA8,60,0.261,D,False,649
62B9357650724545403FF53,60,0.1699,B,True,749
62C335192326999383DEFFC,36,0.1599,B,True,669
62C73531923225874FD7662,36,0.3149,E,False,689
62CA3499301403594879CF8,36,0.149,B,True,789
62CE3563098780109AB7751,36,0.0665,AA,True,789
62D235227567101959F259A,36,0.3099,E,False,669
62D43590462042585D2C75F,36,0.105,A,False,729
78323528066805499E38E3A,12,0.1399,B,False,709
7841359473309167233662C,36,0.173,C,True,669
78463600527084913E9BD7E,36,0.1239,A,False,689
78513540152294627F010D8,36,0.0899,A,True,689
78593525245740661C133EE,36,0.1799,B,False,669
7865355809410002360DF1A,36,0.0974,A,False,709
7865360043873214326F0F8,36,0.285,E,False,649
BA01352345333615075F925,36,0.2699,D,True,789
12943547956459478313820,60,0.287,D,True,729
11F03571675884023712DE4,36,0.0666,AA,False,769
11F23538118861915BB7B37,36,0.1449,B,False,649
11F8353598904955372B44C,36,0.3058,E,True,709
11FB354990991827589F64C,36,0.1734,C,False,689
12013588268995346DD7390,36,0.162,B,False,649
12053597047209470004066,60,0.1585,C,False,669
4C3035583902907732B220D,36,0.1034,A,False,769
4C313544640738997601A31,36,0.3177,HR,True,729
5D39358814461288970102B,36,0.1824,C,False,709
5D40357057664582750B5BE,36,0.1089,A,True,849
5D44359269613107706740E,36,0.1199,A,True,709
06213581718157542876DA9,60,0.1519,B,True,709
063235813788130518E38C9,36,0.1153,A,True,709
06333535313038755472484,12,0.0608,A,True,829
063C35916542514595EB24E,36,0.195,C,True,729
063F347300317373632BD87,36,0.0835,A,True,729
064F3599204486973CF5B1F,36,0.1189,A,False,729
D6F33593037811902B2A5C4,60,0.162,B,False,729
D6FB3529778019607A09919,36,0.0854,AA,False,789
D6FF3569543393379E13CB7,36,0.2049,C,True,709
D70335957957018081EA621,60,0.184,C,True,729
D70E3590737250650BBB7C2,60,0.176,C,False,669
D7103548141138107C4343D,36,0.1902,C,False,669
D71334984878473269BB6A4,36,0.1095,A,True,789
D718359054664302479DA6C,60,0.162,B,True,669
2D543534633002670B44D2B,36,0.3127,HR,True,749
2D5E3595864721049D0A12A,36,0.1355,B,True,709
2D683525081135783D0C4C2,36,0.1799,B,True,689
2D6F3566994220644EB505E,36,0.2712,E,False,689
2D703598896352371028F38,36,0.1725,C,True,669
EA94358280454907146958B,60,0.2579,D,False,649
EA9C3590883017895F8D6F8,36,0.173,C,True,689
EAA035876393916672435FF,60,0.1819,B,True,769
D78335806478695447908D7,60,0.2059,C,False,789
D78C355564699233546E95E,12,0.0947,A,False,689
D78F36010529219458F2791,36,0.1355,B,False,729
D7A935082320342100BAEEC,36,0.2599,D,False,649
B948359976704841397D2BD,60,0.197,C,True,709
B94A3541283454390D19036,60,0.3304,E,False,689
B94B3598426195981E50339,36,0.1795,C,True,709
B96235989332605019E076F,60,0.1685,C,True,729
B97535994992458968F4580,36,0.1239,A,False,669
B29F359108701254739ABBD,60,0.18,C,False,689
B2A5352498943917613AC7D,36,0.3199,E,False,709
B2AC35311537561481F3EF5,36,0.3177,HR,True,689
308B35875213947435A0CC9,60,0.195,C,True,669
30913539503280710789852,36,0.0899,A,False,689
2E273549522116161E460E5,36,0.3177,HR,True,769
2E2A35909870820944E3021,36,0.1099,A,True,729
2E423554365937520DBFEB4,36,0.3177,HR,True,729
2E463593873435691EFADFA,60,0.1299,A,True,789
C4AF34657419332834E08D1,36,0.1549,C,True,649
C4B0359955365852128D0C6,60,0.184,C,False,689
C4B93534551198880788D3F,36,0.2511,D,False,689
C4BE35975348065571F7AD3,36,0.15,B,True,729
C4C235778047517815D730B,60,0.2359,D,False,649
C4C7353655428581319FC62,36,0.2999,E,False,629
C4CC356916948159754669B,36,0.3134,HR,True,629
C4D23576668978921B465E4,36,0.2199,D,True,649
784F356857112105200B114,36,0.1414,B,True,809
78803481993353700D71A96,36,0.092,A,False,709
788B3590357204546CA20BD,60,0.2469,D,False,689
120735260594340753D925A,36,0.3199,E,True,689
135C359669386029613C650,36,0.1725,C,True,709
1367359790942328811728E,36,0.1875,C,True,709
136D3535368431041FD042C,60,0.1465,A,True,749
1370353464652806388A735,36,0.2511,D,False,669
137B359346073255144C8BF,60,0.2379,D,False,709
BA0C36015066956902F87B7,60,0.14,B,False,669
BA1136024093456710D0179,36,0.1905,C,False,649
BA153467365041845290E1E,36,0.264,D,False,709
BA1D35645853701165E0B45,36,0.2099,C,False,729
BA2034974636073329E59F4,36,0.23,HR,True,689
BA20360083955710791A00A,36,0.1655,C,True,669
C6C0348015948506584CB72,36,0.09,A,False,729
5D583575570843915C30EE7,36,0.1359,B,True,749
71813561259409790CB3113,36,0.0974,A,True,769
719935079981188138F565D,60,0.1255,A,False,729
71AB358108866433356FC66,60,0.1984,C,False,689
71AD355008929592447C493,36,0.2148,C,False,689
71AD3589512789804383264,36,0.0949,A,True,789
05ED35492326802018F7FE0,36,0.3177,HR,True,669
05EE3601633429802A20614,60,0.1655,C,False,709
061835977030305908E41E0,60,0.14,B,False,669
062D35462797705156A27E0,36,0.3177,HR,False,689
06303570951600201FB3C1B,36,0.3134,HR,True,729
06323584326131382FB10B3,36,0.3134,HR,True,649
B3163468013682526E8EFB4,36,0.1595,A,False,709
B316352590253049423AFC8,36,0.2699,D,True,649
B3163575945528493F3A99C,60,0.2359,D,True,729
B31F3529083120128DFAD74,36,0.1799,B,False,649
B3283595215111937498201,60,0.1435,B,True,669
2D9B352986375107961E58C,36,0.2574,D,False,629
2D9E3545656711089D65D71,36,0.3177,HR,True,709
2DA03594465724066F2E371,60,0.2155,D,False,709
2DA23584035396403BBB464,36,0.2492,D,True,649
2DA6350989681421748269F,60,0.2899,D,True,669
2DA63519920484258E057CC,60,0.2699,D,True,709
2DAB359606369456610A8DB,60,0.155,B,True,669
2DAF3561436310179082A32,36,0.0724,AA,False,789
B2B035888226556129F3A8E,36,0.3134,HR,False,669
B2B13544893035736A6CD13,60,0.2489,C,False,709
B2C6350972790483736D02C,36,0.089,A,True,789
B2D43526441936264472567,36,0.2699,D,False,669
2E4B3559844631923E93275,60,0.1797,B,True,689
2E4C35972504364571F81C3,60,0.1239,A,False,769
2E533474997109384653037,36,0.092,A,False,709
2E5535859472694576A5A3C,36,0.1299,A,True,809
2E5A353284350864860B3F9,36,0.1074,A,True,729
2E5C3599520212470A4B245,36,0.1535,B,True,749
C4D83584658721770CF68E0,60,0.1099,A,False,789
BEF13602853695296AD7632,60,0.189,C,True,669
BEF734806240395883F5629,36,0.2725,D,False,669
BF233589271613985D7341B,60,0.198,C,False,669
BF27351230663637816CEC4,36,0.2599,D,False,709
BF39358984931300832813B,36,0.2225,D,False,669
11823595051065873F81820,36,0.231,D,False,709
11A93595073004722F12481,60,0.176,C,True,769
11AE353277483992312B540,36,0.1074,A,True,669
11AF353178229353671202A,36,0.316,E,True,629
845A35959717254001DBCD1,36,0.1485,B,True,729
845F355915355395583EC9E,36,0.3177,HR,True,709
847935995047106047FEF13,36,0.0809,AA,False,769
847C3531418789657A3695B,60,0.2005,B,True,649
848D358442031235614CF65,60,0.1699,B,True,729
849E35178374548447E36CF,36,0.3199,HR,False,669
84A53601476749326E094DF,36,0.0605,AA,True,849
C6C53551705016908AE8F8F,36,0.0964,A,False,669
C6C93575364174339933367,36,0.2199,D,True,749
C6D93514214845943028FAA,36,0.1699,C,False,729
C6E236032863746510B97ED,36,0.162,C,True,669
C6E435154859190648CD173,60,0.1199,AA,True,789
C6E435766889922244E95F4,36,0.2566,D,False,689
8FCD3554930927864756FD5,36,0.1774,C,False,669
